id,title,odometer,location,isimported,engine,transmission,fuel,paint,year,target,brand
474,Honda Accord,296267,Lagos,Locally used,4-cylinder(I4),automatic,petrol,wine,2003,765000,Honda
475,Toyota Camry,132217,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2005,2105000,Toyota
476,Toyota RAV 4,180573,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2004,1280000,Toyota
477,Toyota Camry,256087,Lagos,Locally used,4-cylinder(I4),automatic,petrol,white,2002,1225000,Toyota
478,Honda Accord,76989,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2007,2115000,Honda
479,Toyota Camry,185091,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2009,2875000,Toyota
480,Lexus LX 570,20921,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,50415000,Lexus
481,Toyota Corolla,45785,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2013,4815000,Toyota
482,Ford Transit,0,Lagos,Locally used,4-cylinder(I4),manual,diesel,white,2005,1855000,Ford
483,Chevrolet Camaro,51471,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2015,10015000,Chevrolet
484,Honda Civic,203226,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2007,1915000,Honda
485,Land Rover Range Rover,59833,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2013,33015000,Land
486,Mercedes-Benz ML 350,213116,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2007,4965000,Mercedes-Benz
487,Nissan Quest,172605,Lagos,Locally used,6-cylinder(V6),automatic,petrol,silver,2004,565000,Nissan
488,Honda Crosstour,88306,Ogun,Locally used,6-cylinder(I6),automatic,petrol,black,2010,2325000,Honda
489,Mercedes-Benz E 350,49422,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,black,2014,11015000,Mercedes-Benz
490,Honda Accord,55775,Lagos,Locally used,4-cylinder(I4),automatic,petrol,wine,2013,2765000,Honda
491,Nissan Maxima,151973,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2007,1615000,Nissan
492,Mercedes-Benz CLA 250,15904,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,white,2016,13140000,Mercedes-Benz
493,Toyota Venza,84615,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2015,9465000,Toyota
494,Toyota Sienna,27930,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2015,14515000,Toyota
495,Toyota Corolla,115068,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2015,5265000,Toyota
496,Hyundai Santa Fe,138930,Lagos,Locally used,6-cylinder(I6),automatic,petrol,white,2007,785000,Hyundai
497,Toyota Camry,102396,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2013,5405000,Toyota
498,Toyota Matrix,157274,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2008,2325000,Toyota
499,Toyota Sienna,129571,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,brown,2008,2710000,Toyota
500,Lexus GX 460,42783,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,32515000,Lexus
501,Toyota 4-Runner,104432,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2012,10215000,Toyota
502,Toyota Corolla,44843,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,gold,2012,4015000,Toyota
503,BMW X6,84585,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,black,2009,8515000,BMW
504,Toyota Camry,239207,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2014,5815000,Toyota
505,Toyota Highlander,6519,Lagos,New ,4-cylinder(I4),automatic,petrol,black,2020,42015000,Toyota
506,Mercedes-Benz C 250,108109,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,blue,2013,5055000,Mercedes-Benz
507,Toyota Prado,49748,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2009,9365000,Toyota
508,Honda Accord,15000,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2014,5515000,Honda
509,Toyota RAV 4,183059,Lagos,Locally used,6-cylinder(I6),automatic,petrol,gold,2009,1885000,Toyota
510,Toyota Corolla,87731,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2016,5790000,Toyota
511,Lexus ES 300,78285,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2004,2915000,Lexus
512,Lexus LX 570,11905,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,blue,2018,50015000,Lexus
513,Honda Pilot,95000,Abuja,Locally used,6-cylinder(I6),automatic,petrol,black,2009,1615000,Honda
514,Lexus RX 350,117274,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,gold,2008,4715000,Lexus
515,Toyota Yaris,83641,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2008,1995000,Toyota
516,Toyota Highlander,141956,Ogun,Foreign Used,6-cylinder(V6),automatic,petrol,blue,2005,2535000,Toyota
517,Mercedes-Benz GL 450,193009,Abuja,Foreign Used,8-cylinder(V8),automatic,petrol,white,2008,5015000,Mercedes-Benz
518,Toyota Camry,182207,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2005,2170000,Toyota
519,Mercedes-Benz ML 350,144717,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2012,12015000,Mercedes-Benz
520,Mazda Tribute,118608,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2005,1365000,Mazda
521,Toyota Highlander,182938,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2008,5160000,Toyota
522,Toyota Hiace,109512,Lagos,Foreign Used,4-cylinder(I4),manual,petrol,green,2000,2765000,Toyota
523,Pontiac Vibe,78471,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2006,2665000,Pontiac
524,Mercedes-Benz GLK 350,67640,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2013,9015000,Mercedes-Benz
525,Toyota Avalon,92649,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2014,7895000,Toyota
526,Lexus LX 570,27102,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2017,43015000,Lexus
527,Honda CR-V,104029,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2009,2215000,Honda
528,Lexus RX 350,56713,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,silver,2015,11515000,Lexus
529,Toyota RAV 4,92455,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2013,7935000,Toyota
530,Honda Accord,24502,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,13515000,Honda
531,Ford Fusion,63198,Lagos,Locally used,4-cylinder(I4),automatic,petrol,blue,2014,3015000,Ford
532,Mercedes-Benz GLE 350,6751,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2018,23515000,Mercedes-Benz
533,Toyota RAV 4,178766,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2013,7365000,Toyota
534,Ford Explorer,24178,Lagos State,Foreign Used,6-cylinder(V6),automatic,petrol,blue,2017,15015000,Ford
535,Toyota 4-Runner,82832,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,silver,2007,6615000,Toyota
536,Toyota Corolla,76258,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,black,2009,3515000,Toyota
537,Lexus RX 350,72903,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2015,9930000,Lexus
538,Toyota RAV 4,156511,Lagos,Locally used,4-cylinder(I4),automatic,petrol,blue,2008,1890000,Toyota
539,Volvo XC90,177734,Lagos,Foreign Used,5-cylinder(I5),automatic,petrol,silver,2006,2115000,Volvo
540,Acura RDX,143705,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2014,5765000,Acura
541,Land Rover Range Rover Sport,17433,Lagos,Locally used,4-cylinder(I4),automatic,petrol,brown,2014,16015000,Land
542,Land Rover Range Rover,128010,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2008,3215000,Land
543,Toyota Corolla,78513,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,green,2009,3465000,Toyota
544,Honda Accord,43416,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,14865000,Honda
545,Land Rover Range Rover Sport,49293,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2014,23515000,Land
546,Toyota Venza,50547,Ogun,Foreign Used,6-cylinder(V6),automatic,petrol,black,2013,6000000,Toyota
547,Toyota Camry,214434,Lagos,Locally used,4-cylinder(I4),automatic,petrol,gold,2002,1465000,Toyota
548,Peugeot 206,28521,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2001,1275000,Peugeot
549,Mercedes-Benz G 63 AMG,34936,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,white,2015,57015000,Mercedes-Benz
550,Toyota Highlander,30971,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2017,16015000,Toyota
551,Toyota Camry,292547,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2003,1775000,Toyota
552,Toyota Tacoma,71192,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2006,4815000,Toyota
553,Toyota RAV 4,62936,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2013,6715000,Toyota
554,Toyota Hilux,51,Lagos,New ,4-cylinder(I4),automatic,petrol,white,2020,22065000,Toyota
555,Ford Explorer,114598,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,white,2013,8205000,Ford
556,Toyota Corolla,65666,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2015,5625000,Toyota
557,Toyota Camry,215589,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2012,4980000,Toyota
558,Toyota Highlander,22111,FCT,Locally used,6-cylinder(V6),automatic,petrol,gold,2010,3715000,Toyota
559,Toyota RAV 4,72426,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2016,10575000,Toyota
560,Kia Sorento,64519,Lagos,Locally used,6-cylinder(I6),automatic,petrol,black,2012,2465000,Kia
561,Honda Accord,1679,Abuja,New ,4-cylinder(I4),automatic,petrol,grey,2020,21015000,Honda
562,Nissan Pathfinder,195750,Ogun,Locally used,6-cylinder(I6),automatic,petrol,gold,2003,715000,Nissan
563,Toyota Camry,143175,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2008,2315000,Toyota
564,Toyota Camry,28990,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,16815000,Toyota
565,Toyota Camry,45268,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,11515000,Toyota
566,Kia Stinger,99303,Lagos,Locally used,4-cylinder(I4),manual,diesel,white,2006,4015000,Kia
567,Mercedes-Benz GL 450,56061,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,white,2016,17015000,Mercedes-Benz
568,Lexus LX 570,55530,Abuja,Foreign Used,8-cylinder(V8),automatic,petrol,black,2014,110015000,Lexus
569,Volkswagen Tiguan,68190,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2012,2315000,Volkswagen
570,Mercedes-Benz 200,45133,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,brown,2018,22515000,Mercedes-Benz
571,Toyota RAV 4,53273,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2014,8515000,Toyota
572,Acura MDX,132908,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,wine,2009,3315000,Acura
573,Land Rover Range Rover Sport,91321,Lagos,Locally used,8-cylinder(V8),automatic,petrol,white,2012,6515000,Land
574,Toyota Highlander,118777,Abuja,Locally used,6-cylinder(V6),automatic,petrol,black,2001,1515000,Toyota
575,Toyota RAV 4,136890,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,cream,2004,2270000,Toyota
576,Land Rover Range Rover,36921,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2016,50015000,Land
577,Lexus RX 350,111714,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2018,20015000,Lexus
578,Toyota Camry,96801,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,7415000,Toyota
579,Toyota Matrix,253339,Lagos,Foreign Used,4-cylinder(I4),manual,petrol,blue,2009,2535000,Toyota
580,Toyota Corolla,106619,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2011,3690000,Toyota
581,Land Rover Range Rover Sport,131898,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2013,9515000,Land
582,Toyota Corolla,212500,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2004,515000,Toyota
583,Volvo XC90,157078,Abuja,Locally used,8-cylinder(V8),automatic,petrol,green,2007,1465000,Volvo
584,Acura TL,156041,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2004,1958000,Acura
585,Toyota Sienna,150054,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2015,11015000,Toyota
586,Toyota Sienna,199590,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2006,2715000,Toyota
587,Honda Civic,116910,Lagos ,Locally used,4-cylinder(I4),automatic,petrol,black,2008,715000,Honda
588,Toyota Camry,92991,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2011,3015000,Toyota
589,Mercedes-Benz CLA 250,80824,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2014,12015000,Mercedes-Benz
590,Toyota Corolla,67311,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2011,2815000,Toyota
591,Porsche Panamera,72441,Abuja,Locally used,6-cylinder(V6),automatic,petrol,blue,2011,10515000,Porsche
592,Lexus ES 300,176873,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2002,1515000,Lexus
593,Lexus RX 330,76271,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2004,4015000,Lexus
594,Toyota Camry,173775,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2003,1815000,Toyota
595,Lexus GX 460,41317,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2014,30465000,Lexus
596,Rolls-Royce Ghost,16069,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2011,150015008,Rolls-Royce
597,BMW 745,190141,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2004,2015000,BMW
598,Lexus GX 460,75518,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,black,2010,13115000,Lexus
599,Toyota RAV 4,33466,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2016,11565000,Toyota
600,BMW 335,69696,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2010,3315000,BMW
601,Toyota Corolla,179337,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,gold,2006,2215000,Toyota
602,Volkswagen Jetta,89539,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2006,1775000,Volkswagen
603,Toyota Highlander,89289,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2008,6175000,Toyota
604,Kia Optima,132795,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2013,3715000,Kia
605,Toyota Tacoma,38773,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2016,16015000,Toyota
606,Lexus RX 350,46667,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,blue,2010,7890000,Lexus
607,Mack R-686ST,0,Lagos,Locally used,6-cylinder(V6),manual,diesel,red,1982,7815000,Mack
608,Honda Accord,32342,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,black,2008,3120000,Honda
609,Man Diesel 19.314 FILT-N,798469,Lagos,Locally used,6-cylinder(V6),manual,diesel,blue,2001,12015000,Man
610,Ford Explorer,70764,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2013,4765000,Ford
611,Lexus RX 350,66322,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2010,6515000,Lexus
612,Toyota Hilux,74718,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,white,2012,7215000,Toyota
613,Lexus ES 350,133295,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2007,4635000,Lexus
614,Mercedes-Benz C 300,66649,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2017,13015000,Mercedes-Benz
615,Toyota Sienna,170153,Lagos State,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2015,8015000,Toyota
616,Toyota Matrix,76583,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2010,3515000,Toyota
617,Toyota Solara,118808,Lagos,Foreign Used,3-cylinder(I3),automatic,petrol,white,2004,2325000,Toyota
618,Honda Crosstour,156135,Adamawa ,Locally used,6-cylinder(V6),automatic,petrol,black,2010,2715000,Honda
619,Toyota Highlander,38008,Lagos State,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2018,18815000,Toyota
620,Toyota Camry,12936,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,16015000,Toyota
621,Mercedes-Benz GL 450,139072,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,black,2009,5315000,Mercedes-Benz
622,Toyota Corolla,83686,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,green,2015,5580000,Toyota
623,Ford F 150,96000,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,blue,2008,5405000,Ford
624,Toyota Sienna,67524,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2012,6365000,Toyota
625,Kia Soul,351080,Abuja,Locally used,4-cylinder(I4),automatic,petrol,grey,2010,1015000,Kia
626,Toyota Tacoma,157000,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2007,4815000,Toyota
627,Toyota Corolla,125748,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2011,3690000,Toyota
628,Toyota Sienna,16519,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2016,15015000,Toyota
629,Ford Escape,183695,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,white,2008,2955000,Ford
630,Mercedes-Benz C 450 AMG,3568,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,28365000,Mercedes-Benz
631,Nissan Altima,305528,Lagos,Locally used,4-cylinder(I4),automatic,petrol,silver,2006,692000,Nissan
632,Lexus GX 460,88896,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,black,2013,16515000,Lexus
633,Toyota Land Cruiser,54453,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2017,41015000,Toyota
634,Mack CXN613,546342,Lagos,Locally used,6-cylinder(V6),manual,diesel,white,2007,10515000,Mack
635,Toyota RAV 4,71389,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2009,3690000,Toyota
636,Toyota Sienna,123869,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,white,2009,4385000,Toyota
637,Toyota Sienna,113145,Lagos State,Foreign Used,6-cylinder(I6),automatic,petrol,silver,2012,7015000,Toyota
638,Jaguar X-Type,35000,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,black,2005,1855000,Jaguar
639,Lexus RX 350,38221,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2016,16290000,Lexus
640,Toyota Yaris,90586,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,green,2010,2865000,Toyota
641,Toyota Corolla,85914,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2011,2985000,Toyota
642,Honda Accord,194634,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,silver,2004,1715000,Honda
643,Toyota RAV 4,21788,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,8940000,Toyota
644,Kia Cerato,190621,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2012,1275000,Kia
645,Toyota Matrix,265372,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2003,1865000,Toyota
646,Ford Edge,175912,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2011,5215000,Ford
647,Nissan Murano,133831,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2006,900000,Nissan
648,Toyota Camry,82288,Abia,Foreign Used,4-cylinder(I4),automatic,petrol,white,2009,2915000,Toyota
649,Toyota Camry,170530,Lagos,Locally used,4-cylinder(I4),automatic,petrol,red,2010,1815000,Toyota
650,Toyota Corolla,130040,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2010,3755000,Toyota
651,Mercedes-Benz GLK 350,34644,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2015,10480000,Mercedes-Benz
652,Porsche Panamera,71812,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,white,2014,13515000,Porsche
653,Ford Edge,124097,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,red,2011,5370000,Ford
654,Toyota Camry,141006,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,red,2010,3550000,Toyota
655,Chevrolet Traverse,94653,Ogun State,Locally used,6-cylinder(I6),automatic,petrol,grey,2010,4005000,Chevrolet
656,Honda Civic,145230,Ogun,Locally used,4-cylinder(I4),manual,petrol,black,2001,400000,Honda
657,Ford Explorer,61219,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2016,14015000,Ford
658,Toyota Corolla,3193,Abuja,New ,4-cylinder(I4),automatic,petrol,black,2020,18515000,Toyota
659,Toyota Corolla,179289,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2013,4195000,Toyota
660,Toyota Camry,245417,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,1998,565000,Toyota
661,Lexus ES 350,69575,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,ash,2009,4005000,Lexus
662,Toyota Corolla,88243,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2006,2415000,Toyota
663,Honda Accord,140155,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2004,615000,Honda
664,Toyota Camry,17346,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,brown,2018,11615000,Toyota
665,Mercedes-Benz GLK 350,45220,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,black,2013,9145000,Mercedes-Benz
666,Toyota Corolla,133661,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2016,5015000,Toyota
667,Toyota Venza,114239,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2009,4915000,Toyota
668,Toyota Venza,52442,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2014,8815000,Toyota
669,Toyota Highlander,228751,Abuja,Locally used,6-cylinder(V6),automatic,petrol,silver,2005,1642500,Toyota
670,Mercedes-Benz GLK 350,152224,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,black,2013,11030000,Mercedes-Benz
671,Lexus LX 570,1931,Abuja,New ,8-cylinder(V8),automatic,petrol,blue,2019,75015000,Lexus
672,Toyota Camry,34326,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,11040000,Toyota
673,Toyota Highlander,56309,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,black,2013,14715000,Toyota
674,Lexus RX 350,127,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,black,2011,8940000,Lexus
675,Toyota Camry,143573,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,brown,2009,2270000,Toyota
676,Lexus ES 300,273065,Lagos,Locally used,4-cylinder(I4),automatic,petrol,silver,2002,1415000,Lexus
677,Volkswagen T4 Caravelle,178568,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,green,1996,2315000,Volkswagen
678,MAN-VOLKSWAGEN FLATBED,0,Lagos,Locally used,6-cylinder(V6),manual,diesel,white,2008,6340000,MAN-VOLKSWAGEN
679,Toyota Highlander,17053,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2018,14515000,Toyota
680,Toyota Corolla,62047,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,gold,2009,2875000,Toyota
681,Honda Accord,61794,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,5315000,Honda
682,Toyota Camry,140643,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2007,1575000,Toyota
683,Nissan Frontier,172869,Lagos,Locally used,6-cylinder(I6),automatic,petrol,silver,2000,1115000,Nissan
684,Toyota Corolla,172478,Lagos,Locally used,4-cylinder(I4),automatic,petrol,grey,2005,1590000,Toyota
685,Toyota Venza,85345,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,white,2013,6915000,Toyota
686,Toyota RAV 4,137118,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2010,3715000,Toyota
687,Lexus LX 570,54400,Lagos,Locally used,8-cylinder(V8),automatic,petrol,black,2011,11515000,Lexus
688,Acura MDX,85101,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2004,2115000,Acura
689,Toyota Hilux,322222,Lagos,Locally used,4-cylinder(I4),manual,diesel,white,2008,4715000,Toyota
690,Toyota Corolla,85560,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,6515000,Toyota
691,Nissan X-Trail,581807,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2008,3015000,Nissan
692,Toyota Venza,136391,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2010,5515000,Toyota
693,Toyota Tacoma,117000,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2017,13215000,Toyota
694,Honda CR-V,131449,Lagos,Locally used,4-cylinder(I4),automatic,petrol,silver,2008,1715000,Honda
695,Toyota Sienna,43543,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2016,11040000,Toyota
696,Mercedes-Benz C 180,4478,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2017,18915000,Mercedes-Benz
697,Mercedes-Benz 300,196238,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,black,2009,4215000,Mercedes-Benz
698,Infiniti M35,99340,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2007,3015000,Infiniti
699,Nissan Altima,308877,Lagos,Locally used,4-cylinder(I4),automatic,petrol,grey,2005,800000,Nissan
700,Toyota Corolla,90397,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2011,3865000,Toyota
701,Nissan Sentra,97597,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2014,4015000,Nissan
702,Mercedes-Benz 200,98652,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,milk,2014,10515000,Mercedes-Benz
703,Toyota RAV 4,61610,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2013,7995000,Toyota
704,Scania TRACTOR HEAD,0,Lagos,Locally used,6-cylinder(I6),manual,diesel,white,2008,9215000,Scania
705,Toyota Land Cruiser,2028,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,33015000,Toyota
706,Jeep Cherokee,186807,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2006,2515000,Jeep
707,Acura MDX,92189,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2008,3755000,Acura
708,Lexus IS 250,143097,Lagos,Locally used,4-cylinder(I4),automatic,petrol,white,2009,2715000,Lexus
709,Toyota Hiace,205240,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,white,2010,7015000,Toyota
710,GAC Gonow Other,68901,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2016,1615000,GAC
711,Lexus GX 460,77872,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,white,2015,16515000,Lexus
